AcresBurned,RunSumAcresBurned,ArchiveYear,Counties,Started,Extinguished,Fatalities,Injuries,Latitude,Longitude,Location,MajorIncident,Name,PersonnelInvolved,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
88,36434,2016,Placer,2016-06-21,2016-06-21,Unknown,,38.86804,-121.37704,"off Moore Rd and South Dowd Rd, west of Lincoln",FALSE,Moore Fire,,,Unknown,,,
49,36483,2016,Butte,2016-06-21,2016-06-21,Unknown,,39.43351,-121.6051,off Highway 70 at Palermo Rd.,FALSE,70 Fire,,,Unknown,,,
48019,84502,2016,Kern,2016-06-23,2016-07-11,Unknown,,35.6115,-118.45628,Off Erskine Creek Rd in Lake Isabella,FALSE,Erskine Fire,,,Unknown,,,
52,84554,2016,Monterey,2016-06-23,2016-06-24,Unknown,,36.1934,-120.9293,East of King City,FALSE,Lowe Fire,,,Unknown,,,
650,85204,2016,Mono,2016-06-25,2016-07-09,Unknown,,37.97,-119.14,Hwy 395 & Mono Lake,FALSE,Marina Fire,,,Unknown,,,
211,85415,2016,Alameda,2016-06-25,2016-06-26,Unknown,,37.74369,-121.58677,"In the Altamont Pass, 10 miles east of Livermore",FALSE,Grant Fire,,,Unknown,,,
1246,86661,2016,Merced,2016-06-25,2016-06-26,Unknown,,37.07147,-121.20155,"Off Hwy152 at Dinosaur Point, westside of San Luis Reservoir ",FALSE,Dinosaur Fire,,,Unknown,,,
47,86708,2016,Orange,2016-06-26,2016-06-29,Unknown,,33.57872,-117.77395,"n Laguna Coast Wilderness Park, 2Ã‚Â½ miles northeast of Laguna Beach",FALSE,Laguna Fire,,,Unknown,,,
277,86985,2016,Yolo,2016-06-26,2016-06-27,Unknown,,38.69971,-122.15457,"off Hwy 16, 4 miles south of Brooks, near the Cache Creek Casino",FALSE,Creek Fire,,,Unknown,,,
215,87200,2016,Lake,2016-06-26,2016-06-28,Unknown,,39.12366,-122.50373,"Near Indian Valley Reservoir, 7 miles Southwest of Leesville",TRUE,Reservoir Fire,350,,Unknown,,,2
86,87286,2016,San Luis Obispo,2016-06-27,2016-06-29,Unknown,,35.70821,-120.82266,off Nacimiento Lake Dr. and Frazier Rd.,FALSE,Frazier Fire,,,Unknown,,,
33,87319,2016,Calaveras,2016-06-27,2016-06-30,Unknown,,38.22017,-120.8678,"off Campo Seco and Chili Camp Road, near Burson ",FALSE,Campo Fire,,,Unknown,,,
5646,92965,2016,El Dorado,2016-06-28,2016-07-18,Unknown,3,38.96741,-120.9375,along the  Middle Fork of the American River near Todd Valley,TRUE,Trailhead Fire,,,Unknown,,2600,
372,93337,2016,Amador,2016-06-28,2016-06-29,Unknown,,38.385,-121.003611,"Hwy 104, west of Ione",FALSE,Rancho Fire,,,Unknown,,,
464,93801,2016,Tehama,2016-06-30,2016-07-04,Unknown,,40.0353,-122.56939,"Colyear Springs Road, 7 miles west of Red Bank",TRUE,Colyear Fire,,,Unknown,,,
2304,96105,2016,Ventura,2016-06-30,2016-06-30,Unknown,,34.701,-119.144,"Near Haddock Campground, 3 miles west of the Pine Mtn Lodge, above Middle Sespe.",FALSE,Pine Fire,,,Unknown,,,
30,96135,2016,Inyo,2016-07-01,2016-07-02,Unknown,,36.58972,-118.15589,"Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine",FALSE,Lone Pine Fire,,,Unknown,,,
88,96223,2016,Tehama,2016-07-01,2016-07-01,Unknown,,40.07846,-122.2071,"Interstate 5 & Flores Ave, 5 miles south of Red Bluff",FALSE,Flores Fire,,,Unknown,,,
45,96268,2016,Ventura,2016-07-01,2016-07-01,Unknown,,34.27619,-118.63264,"off Hwy 118 at Rocky Peak Rd, NE Simi Valley",FALSE,Kuehner Fire,,,Unknown,,,
1785,98053,2016,Kern,2016-07-01,2016-07-08,Unknown,3,35.20993,-118.72272,"Hwy 223 & Deertrail Rd., east of Arvin",TRUE,Deer Fire,,,Unknown,,,
2944,100997,2016,Fresno,2016-07-01,2016-07-05,Unknown,,36.0749,-120.452041,"Curry Mountain, 7 miles SW of Coalinga",TRUE,Curry Fire,188,,Unknown,,,13
310,101307,2016,Calaveras,2016-07-02,2016-07-08,Unknown,,38.02845,-120.61153,"Appaloosa Rd. and Pinto Dr., 5 miles southwest of Angels Camp",FALSE,Appaloosa Fire,,,Unknown,,,
103,101410,2016,Madera,2016-07-04,2016-07-06,Unknown,,37.25601,-119.65776,"Hwy 41 and Hummingbird Ln, One mile east of Coarsgold",FALSE,Broken Fire,,,Unknown,,,
145,101555,2016,Fresno,2016-07-04,2016-07-07,Unknown,,36.14161,-120.62048,"Hwy 198 and Frame Ln, 14 miles west of Coalinga",FALSE,Frame Fire,,,Unknown,,,
554,102109,2016,Kern,2016-07-08,2016-07-10,Unknown,,34.913,118.9082,"off of I-5, east of Grapevine",FALSE,Fort Fire,,,Unknown,,,
441,102550,2016,Shasta,2016-07-08,2016-07-12,Unknown,1,40.36873,-122.72913,"off Fiddlers Road, southwest of Igo",TRUE,Fiddler Fire,241,,1,,,5
1109,103659,2016,Los Angeles,2016-07-09,2016-07-16,Unknown,,34.36763,-118.57245,"off of Calgrove Blvd, southwest of Santa Clarita",FALSE,Sage Fire,,,Unknown,,,
95,103754,2016,San Benito,2016-07-09,2016-07-10,Unknown,,5487,-120.841536,"off of New Idria Rd & Panoche Rd, south of Mercey Hot Springs ",FALSE,Mercury Fire,,,Unknown,,,
87,103841,2016,Sacramento,2016-07-10,2016-07-11,Unknown,,38.517772,-121.103642,"off of Scotts Road and Latrobe Road, Rancho Murrieta",FALSE,Scott Fire,,,Unknown,,,
15,103856,2016,Ventura,2016-07-11,2016-07-12,Unknown,,33.11645,-116.58542,"off Volcan Mountain, north of Julian",FALSE,Shelter Fire,,,Unknown,,,
188,104044,2016,Fresno,2016-07-11,2016-07-13,Unknown,,36.92244,-119.39619,"off Watts Valley Rd. & Big Springs Ln, east of Clovis",FALSE,Big Fire,,,Unknown,,,
341,104385,2016,Calaveras,2016-07-12,2016-07-16,Unknown,,38.08056,-120.81394,"off Lanford Pacheco Rd, south of Valley Springs",FALSE,Pacheco Fire,,,Unknown,,,
35,104420,2016,Calaveras,2016-07-12,2016-07-13,Unknown,,37.96311,-120.67335,"off Stagecoach Rd and Hwy 4, south of Copperopolis",FALSE,Stagecoach Fire,,,Unknown,,,
173,104593,2016,Riverside,2016-07-12,2016-07-15,Unknown,,0,0,off Briggs Rd & Louis Rd in Romoland,FALSE,Briggs Fire,,,Unknown,,,
78,104671,2016,Ventura,2016-07-13,2016-07-15,Unknown,,36.92244,-119.39619,"near Lake Sherwood, southwest of Thousand Oaks",FALSE,Sherwood Fire,,,Unknown,,,
221,104892,2016,Kern,2016-07-13,2016-07-14,Unknown,,35.68313,-118.21793,"off Coyote Trail & Rocky Hill, East of Onyx",FALSE,Onyx Fire,,,Unknown,,,
84,104976,2016,Yolo,2016-07-15,2016-07-15,Unknown,,38.8866,-122.04726,"off County Road 86 & County Road 6, west of Dunnigan",FALSE,Dunnigan Fire,,,Unknown,,,
123,105099,2016,Fresno,2016-07-15,2016-07-16,Unknown,,37.0099,-119.5792,"off Auberry Rd & White Thorne Rd, near Prather",TRUE,Green Fire,,,Unknown,,,
138,105237,2016,Kern,2016-07-15,2016-07-16,Unknown,,35.60748,-118.94811,"off Granite Rd & Famoso Rd, 15 miles east of Famoso",FALSE,Famoso Fire,,,Unknown,,,
100,105337,2016,San Diego,2016-07-18,2016-07-20,Unknown,,32.9612,-116.7945,"off of El Capitan Truck Trail, south of Ramona ",FALSE,Feather Fire,,,Unknown,,,
26,105363,2016,Siskiyou,2016-07-19,2016-07-20,Unknown,,41.96191,-122.59328,"Hwy 5 at Bailey Hill, 2 mi southeast of Hilt",FALSE,Bailey Fire,,,Unknown,,,
69,105432,2016,Lake,2016-07-19,2016-07-22,Unknown,,39.0863,-122.7891,"off Foothill Drive, community of Lucerne",TRUE,Foothill Fire,14,,Unknown,,,
80,105512,2016,Madera,2016-07-21,2016-07-25,Unknown,,0,0,off Hwy 41 northeast of Coarsegold,TRUE,Serpa Fire,,,Unknown,,,
57,105569,2016,Calaveras,2016-07-21,2016-07-22,Unknown,,37.98171,-120.64241,off Baker St & School St near Copperopolis ,TRUE,Baker Fire,,,Unknown,,,
1245,106814,2016,San Diego,2016-07-21,2016-07-30,Unknown,,33.393,-117.35093,Roblar Rd and Case Springs (Camp Pendleton),FALSE,Roblar Fire,,,Unknown,,,
23,106837,2016,Siskiyou,2016-07-21,2016-07-22,Unknown,,41.71847,-122.36924,"Table Rock Rd & Harry Cash Rd, Montague",FALSE,Table Fire,,,Unknown,,,
132127,238964,2016,Monterey,2016-07-22,2016-10-13,1,,36.45994,-121.89938,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",TRUE,Soberanes Fire,,,68,,,
57,239021,2016,Solano,2016-07-22,2016-07-22,Unknown,,38.33475,-122.02564,"off Cherry Glen Rd and Oak Canyon Ln, south of Vacaville ",FALSE,Oak Fire,,,Unknown,,,
50,239071,2016,El Dorado,2016-07-22,2016-07-23,Unknown,,38.79549,-121.00299,off Storksbill Rd in Pilot Hill ,TRUE,Storksbill Fire,,,Unknown,,,
0,239071,2016,Los Angeles,2016-07-22,2016-08-09,Unknown,,0,0,"near 14 Fwy & Sand Canyon Rd, Santa Clarita",FALSE,Sand Fire,,,Unknown,,,
28,239099,2016,San Diego,2016-07-22,2016-07-24,Unknown,,33.00056,-116.9571,"off Highway 67 & Rockhouse Road, near Ramona",TRUE,Rock Fire,,,Unknown,,,
100,239199,2016,Monterey,2016-07-22,2016-07-23,Unknown,,35.85093,-120.81081,"off Highway 101 and San Antonio River, south of Bradley ",FALSE,Bradley Fire,,,Unknown,,,
40,239239,2016,Contra Costa,2016-07-24,2016-07-24,Unknown,,38.01264,-122.1885,"Cummings Skyway & Franklin Canyon, 6 miles southeast of Rodeo",FALSE,Franklin Fire,,,Unknown,,,
11,239250,2016,Tehama,2016-07-25,2016-07-26,Unknown,,0,0,"Off Collier Dr & Humboldt Dr, Rancho Tehama",FALSE,Collier Fire,,,Unknown,,,
35,239285,2016,Butte,2016-07-28,2016-07-29,Unknown,,0,0,"Off Neal Rd east of Hwy 99e, south of Chico",FALSE,Neal Fire,,,Unknown,,,
25,239310,2016,Lake,2016-07-29,2016-07-31,Unknown,,0,0,"Off Ogulin Rd & Highway 53, Clearlake Oaks",FALSE,North Branch Extension Fire,,,Unknown,,,
38,239348,2016,Madera,2016-07-29,2016-07-31,Unknown,,37.24006,-119.4741,"Off Mammoth Pool Rd & Douglas Ranger Station Rd, east of North Fork",FALSE,Fork Fire,,,Unknown,,,
42,239390,2016,Lassen,2016-07-30,2016-08-01,Unknown,,0,0,"off Hwy 36E & County Rd A1, west of Susanville ",TRUE,Dockery Fire,,,Unknown,,,
2241,241631,2016,Fresno,2016-07-30,2016-08-09,Unknown,,37.01591,-119.50507,"Off Gooseberry Ln & Morgan Canyon, south of Prather ",TRUE,Goose Fire,167,5,4,,,6
114,241745,2016,Santa Clara,2016-07-30,2016-07-31,Unknown,,37.41896,-121.79669,"Off Sierra Rd & Calaveras Rd, Spring Valley",FALSE,Sierra Fire,,,Unknown,,,
32,241777,2016,Tuolumne,2016-07-30,2016-08-01,Unknown,,37.81434,-120.69521,"Off Frymire Rd & Morrison Rd, east of Oakdale",FALSE,Frymire Fire,,,Unknown,,,
550,242327,2016,Butte,2016-08-02,2016-08-03,Unknown,,39.6708,-121.7192,"Off of Highway 99 and Neal Road, south of Chico",FALSE,99 Fire,,,Unknown,,,
5731,248058,2016,Yolo,2016-08-02,2016-08-12,Unknown,,38.52513,-122.06788,"off of Highway 128 west of Pleasants Valley Road, west of Winters",TRUE,Cold Fire,58,,2,,,
100,248158,2016,Stanislaus,2016-08-03,2016-08-04,Unknown,,0,0,"Off Diablo Grande Parkway and Morton Davis Circle, 9 miles SW of Patterson ",FALSE,Diablo Fire,,,Unknown,,,
80,248238,2016,Tehama,2016-08-03,2016-08-04,Unknown,,40.19611,-122.26736,"Off Baker Rd & Plymire Rd, 2 miles NW of Red Bluff",FALSE,Baker Fire,,,Unknown,,,
2819,251057,2016,Mono,2016-08-04,2016-08-07,Unknown,,0,0,"on Bald Mountain, northeast of Mammoth",FALSE,Clark Fire,,,Unknown,,,
85,251142,2016,Madera,2016-08-04,2016-08-06,Unknown,,37.3228,-119.7738,"off of Grub Gulch Road and Acton Grade Road, west of Oakhurst",FALSE,Grub Fire,,,Unknown,,,
140,251282,2016,Stanislaus,2016-08-04,2016-08-04,Unknown,,0,0,"off of Maze & Kasson, west of Modesto",FALSE,Maze Fire,,,Unknown,,,
100,251382,2016,Kern,2016-08-04,2016-08-07,Unknown,,35.24504,-118.60344,"off Hwy 58 and Hart Flat Rd, Tehachapi ",FALSE,Hart Fire,,,Unknown,,,
26,251408,2016,Amador,2016-08-05,2016-08-06,Unknown,,38.2581,-120.8657,"off of Deer Ridge Lane and Buena Vista Road, north of Valley Springs ",TRUE,Deer Fire,,,Unknown,,,3
122,251530,2016,Mono,2016-08-05,2016-08-07,Unknown,,0,0,southeast of Mammoth Lakes and a mile north of the community of Swall Meadows.,FALSE,Rock Creek Fire,,,Unknown,,,
25,251555,2016,El Dorado,2016-08-06,2016-08-07,Unknown,,0,0,"off of Hwy 50 at Riverton, west of Kyburz",FALSE,Alder Fire,,,Unknown,,,
8110,259665,2016,San Bernardino,2016-08-07,2016-08-16,Unknown,1,34.28771,-117.27338,"Pilot Rock & Hwy 138, southeast of Hesperia",TRUE,Pilot Fire,960,,Unknown,,,7
35,259700,2016,Shasta,2016-08-09,2016-08-10,Unknown,,40.61213,-122.47091,"Near Iron Mountain Road, south of Keswick ",FALSE,Mountain Fire,,,Unknown,,,
7050,266750,2016,Fresno,2016-08-09,2016-08-18,Unknown,,36.09974,-120.51057,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",TRUE,Mineral Fire,20,,2,,0,
45,266795,2016,Lake,2016-08-09,2016-08-10,Unknown,,36.09974,-120.51057,"off of Kugelman St and Hwy 53, community of Lower Lake",FALSE,Kugelman Fire,,,Unknown,,,
36,266831,2016,Lake,2016-08-09,2016-08-10,Unknown,,38.68403,-122.26015,"Berryessa Knoxville Rd & East Side Rd, north of Lake Berryessa",FALSE,Knoxville Fire,,,Unknown,,,
35,266866,2016,San Diego,2016-08-10,2016-08-11,Unknown,,33.22558,-117.14547,"I-15 & Lawrence Welk Drive, Gopher Canyon",FALSE,Gopher Fire,,,Unknown,,,
23,266889,2016,Humboldt,2016-08-11,2016-08-16,Unknown,,40.4572,-124.05804,"Community of Stafford, 7 miles south of Fortuna",FALSE,Stafford Fire,,,Unknown,,,
25,266914,2016,Santa Clara,2016-08-12,2016-08-14,Unknown,,37.06531,-121.68577,off Uvas Rd & Watsonville Rd. west of Morgan Hill,FALSE,Oak Fire,,,Unknown,,,
21,266935,2016,Humboldt,2016-08-12,2016-08-19,Unknown,,40.9878,-123.77832,Three Creeks Summit and Bair Rd. 8 miles west of Willow Creek,FALSE,Summit Fire,,,Unknown,,,
46344,313279,2016,San Luis Obispo,2016-08-13,2016-09-06,Unknown,1,35.70595,-120.98316,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,TRUE,Chimney Fire,,8,70,,,
3929,317208,2016,Lake,2016-08-13,2016-08-26,Unknown,,38.89741,-122.60664,off Hwy 29 and Clayton Creek south of Lower Lake,TRUE,Clayton Fire,32,28,300,,,
36274,353482,2016,San Bernardino,2016-08-16,2016-08-23,Unknown,,34.30372,-117.49342,"off of I-15 and Hwy 138, north of San Bernardino ",TRUE,Blue Cut Fire,914,3,321,,,9
29322,382804,2016,Kern,2016-08-16,2016-10-01,Unknown,,35.7506,-118.5678,"off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights",FALSE,Cedar Fire,,,Unknown,,,
100,382904,2016,Santa Clara,2016-08-17,2016-08-18,Unknown,,0,0,"Hwy 101 & Bailey Rd, South San Jose",FALSE,Bailey Fire,,,Unknown,,,
0,382904,2016,Alpine,2016-08-18,2016-08-30,Unknown,,38.57554,-120.00606,Mokelumne Wilderness,FALSE,Mokelumne Fire,,,Unknown,,,
400,383304,2016,Yuba,2016-08-18,2016-08-18,Unknown,,36.16965,-121.38775,"off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB ",FALSE,Beale Fire,,,Unknown,,,
32606,415910,2016,Santa Barbara,2016-08-18,2016-09-15,Unknown,,0,0,"off of Hwy 154 and Paradise Rd, north of Santa Barbara",FALSE,Rey Fire ,,,Unknown,,,
147,416057,2016,San Joaquin,2016-08-20,2016-08-20,Unknown,,37.62215,-121.36665,"off of Bird Rd & I-580, south of Tracy",FALSE,Bird Fire,,,Unknown,,,
599,416656,2016,Humboldt,2016-08-22,2016-09-04,Unknown,,41.28486,-123.82268,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",TRUE,Tully Fire,174,,3,,,2
395,417051,2016,Tulare,2016-08-22,2016-11-08,Unknown,,36.1648,-118.73906,"off Hwy 190, 4 miles northeast of Springville",FALSE,Tule Fire,,,Unknown,,,
710,417761,2016,Siskiyou,2016-08-24,2016-08-30,Unknown,,41.7813,-122.611,"off Hwy 263, 2 miles north of Yreka ",TRUE,Grade Fire,,1,5,,,
518,418279,2016,Kern,2016-08-26,2016-08-29,Unknown,,35.2013,-118.7212,"off Deer Trail Dr & Hwy 223, 6 miles east of Arvin",FALSE,Range Fire,,,Unknown,,,
88,418367,2016,Butte,2016-08-26,2016-08-30,Unknown,,39.79547,-121.71662,"off Hwy 32 at Santos Ranch Rd, south of Forest Ranch",TRUE,Santos Fire,,,Unknown,,,
33867,452234,2016,Siskiyou,2016-08-27,2016-08-28,Unknown,,41.851,-123.118,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",FALSE,Gap Fire,,,Unknown,,,
450,452684,2016,Calaveras,2016-08-28,2016-08-31,Unknown,,38.1874,-120.6381,"Off Willow Creek Rd & Mountain Ranch Rd, east of San Andreas ",TRUE,Willow Fire,,,Unknown,,,
40,452724,2016,Riverside,2016-08-28,2016-08-29,Unknown,,0,0,off Evergreen Street in Lakeland Village near Lake Elsinore ,FALSE,Evergreen Fire,,,Unknown,,,
304,453028,2016,Kern,2016-08-28,2016-08-28,Unknown,,35.4976,-118.5097,south of Lake Isabella,FALSE,Havilah Fire,,,Unknown,,,
1470,454498,2016,Riverside,2016-08-30,2016-09-02,Unknown,1,0,0,"Off Winesap Avenue & International Park Road, north of Beaumont, near Cherry Valley",TRUE,Bogart Fire,,,1,,,
36,454534,2016,Mendocino,2016-08-30,2016-08-31,Unknown,,39.8748511,-123.4267011,"off Mina Rd & Trinity County Line, 12 miles northeast of Covelo",FALSE,Mina Fire,,,Unknown,,,
19,454553,2016,Amador,2016-08-30,2016-08-31,Unknown,,0,0,"Off Highway 124 & Willow Creek Rd, 4 miles east of Ione",TRUE,Willow Fire,,,Unknown,,,
20,454573,2016,Lake,2016-08-30,2016-08-31,Unknown,,39.1408865,-122.9148951,"Off Hwy 29 & Mockingbird Lane, Upper Lake",FALSE,Mockingbird Fire,,,Unknown,,,
150,454723,2016,Orange,2016-08-31,2016-09-05,Unknown,,33.6542,-117.5221,off Trabuco Creek Rd near Holy Jim Trail,FALSE,Holy Fire,,,Unknown,,,
25,454748,2016,Santa Clara,2016-09-01,2016-09-02,Unknown,,37.11831,-121.69784,"Off Oak Glen Ave, 2 miles west of Morgan Hill",FALSE,Oak Fire,,,Unknown,,,
158,454906,2016,Fresno,2016-09-03,2016-09-06,Unknown,,36.84479,-119.34487,off Sunnyslope Rd & Lakeside Ln near the Pine Flat Lake Reservoir,TRUE,Sunny Fire,,,Unknown,,,
20,454926,2016,San Bernardino,2016-09-03,2016-09-04,Unknown,,34.25858,-117.4415,Off I-15 Between Kenwood and Blue Cut in the Cajon Pass,FALSE,Ken Fire,,,Unknown,,,
850,455776,2016,Butte,2016-09-05,2016-09-12,Unknown,3,39.6871,-121.571,"Off Pentz Rd & Lime Saddle Rd, south of Paradise",TRUE,Saddle Fire,133,,3,,,2
38,455814,2016,Nevada,2016-09-07,1969-12-31,Unknown,,39.39051,-120.51887,west of Fordyce Lake near Soda Springs ,FALSE,Phoenix Fire,,,Unknown,,,
50,455864,2016,San Bernardino,2016-09-07,2016-09-09,Unknown,,34.3183,-117.3189,"off of Hwy 138 & Los Flores Rd, south of Hesperia",FALSE,Spring Fire,,,Unknown,,,
50,455914,2016,Mendocino,2016-09-10,2016-09-15,Unknown,,39.7299,-123.5044,"off of Hwy 101 and Woodruff Rd, north of Laytonville",FALSE,Ruff Fire ,,,Unknown,,,
75,455989,2016,Shasta,2016-09-10,2016-09-12,Unknown,,40.68192,-122.4096,"off of Lake Blvd south of Shasta Dam Blvd, Shasta Lake City",FALSE,Lake Fire,,,Unknown,,,
40,456029,2016,Sacramento,2016-09-11,2016-09-12,Unknown,,38.558,-121.1309,"off of Boys Ranch Road and Scott Road, northwest of Rancho Murieta",FALSE,Boys Fire,,,Unknown,,,
2575,458604,2016,Lassen,2016-09-11,2016-09-22,Unknown,1,40.3915,-120.7845,"off of Willard Creek Road, west of Susanville",TRUE,Willard Fire,78,,7,,,2
380,458984,2016,Modoc,2016-09-11,2016-09-14,Unknown,,41.4657,-120.9066,"in Howards Gulch, north of Canby ",FALSE,Howard Fire,,,Unknown,,,
32,459016,2016,Siskiyou,2016-09-12,2016-09-13,Unknown,,41.6314,-122.7933,"off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones",FALSE,Moffett Fire,,,Unknown,,,
150,459166,2016,Del Norte,2016-09-13,2016-09-17,Unknown,,37.75972,-120.029626,"off Old Yosemite Rd, 8 miles east of Greeley Hill",FALSE,Old Fire,,,Unknown,,,
360,459526,2016,Tehama,2016-09-13,2016-09-13,Unknown,,40.30594,-122.1295,"Off Hwy 36 near Hog Lake, northeast of Red Bluff",TRUE,Hog Fire,168,,Unknown,,,5
30,459556,2016,Butte,2016-09-16,2016-09-19,Unknown,,39.8851,-121.6998,"Off of Old Chico Canyon, west of Forest Ranch",FALSE,Old Fire,,,Unknown,,,
47,459603,2016,Nevada,2016-09-17,2016-09-20,Unknown,,39.20427,-121.05948,"Off South Auburn Street and Whiting Street, Grass Valley",FALSE,Auburn Fire,,,Unknown,,,
5443,465046,2016,Inyo,2016-09-17,2016-09-18,Unknown,,37.75985,-118.95309,"Clark Canyon, north of Mammoth Lakes, east of Hwy 395",FALSE,Owens River Fire,,,Unknown,,,
2652,467698,2016,Modoc,2016-09-17,2016-10-13,Unknown,,41.2649,-120.3178,"Soup Springs, 12 miles east of Likely",FALSE,Soup Complex,,,Unknown,,,
12518,480216,2016,Santa Barbara,2016-09-17,2016-09-27,Unknown,,34.63445,-120.54421,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",FALSE,Canyon Fire,,,Unknown,,,
306,480522,2016,Kern,2016-09-19,2016-09-21,Unknown,,0,0," off Granite Rd and Poso Flat Rd., 5 miles south of Woody",FALSE,Flat Fire,,,Unknown,,,
300,480822,2016,Sutter,2016-09-20,2016-09-20,Unknown,,39.188321,-121.78003,off Pass Road and Kellogg Road (Near Sutter Buttes West of Yuba City,FALSE,Butte Fire,,,Unknown,,,
130,480952,2016,Butte,2016-09-22,2016-09-23,Unknown,,39.4403,-121.42647,"off Oro-Bangor Highway & Swedes Flat, 7 miles SE of Oroville",FALSE,Bangor Fire,,,Unknown,,,
215,481167,2016,Santa Barbara,2016-09-22,2016-09-27,Unknown,,34.75134,-120.55297,"off Washington Ave. and Airfield Rd, north of California Blvd ",FALSE,Washington Fire,,,Unknown,,,
70,481237,2016,Fresno,2016-09-23,2016-09-24,Unknown,,36.6543,-119.5327,"off Newmark Ave. and Fantz Ave., 3 miles southeast of Sanger",FALSE,Newmark Fire,,,Unknown,,,
45,481282,2016,Amador,2016-09-23,2016-09-25,Unknown,,38.5212,-120.8416,"off Hwy 49 and Bell Road, 4 miles north of Plymouth ",TRUE,Bell Fire,150,,Unknown,,,3
100,481382,2016,Shasta,2016-09-25,2016-09-25,Unknown,,40,-121.93923,off Whitmore Road and Old Cow Creek Road,FALSE,Cow Fire,,,Unknown,,,
1547,482929,2016,Sonoma,2016-09-25,2016-09-29,Unknown,2,38.80017,-122.82895,"off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale",TRUE,Sawmill Fire,14,,Unknown,,,
1080,484009,2016,Tuolumne,2016-09-26,2016-10-04,Unknown,,37.79635,-120.32484,off Hwy. 49 and Marshes Flat Road north of Don Pedro Reservoir,TRUE,Marshes Fire,92,,Unknown,,,
248,484257,2016,Plumas,2016-09-26,2016-10-06,Unknown,,39.92,-121.32,north of Hwy 70 and west of Jackass Creek Road ,FALSE,Tobin Fire,,,Unknown,,,
4474,488731,2016,Santa Clara,2016-09-26,2017-09-19,Unknown,,37.10632,-121.85318,off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill,TRUE,Loma Fire,62,1,28,,,5
65,488796,2016,Napa,2016-10-10,2016-10-12,Unknown,,38.40958,-122.43172,Dry Creek Road 3 miles west of Yountville,TRUE,Creek Fire,86,,Unknown,,,2
2100,490896,2016,Fresno,2016-10-11,2016-10-20,Unknown,,36.94536,-119.25959,"near Sacata Ridge, located above Pine Flat",FALSE,Sacata Fire,,,Unknown,,,
176,491072,2016,El Dorado,2016-10-14,2016-10-17,Unknown,,38.93449,-120.10744,"off Highway 89, near Cascade Lake and Emerald Bay.",TRUE,Emerald Fire,,,Unknown,,,
10,491082,2016,Tulare,2016-10-20,2016-12-19,Unknown,,36.217,-118.551,Jacobson Drainage in the Golden Trout Wilderness,FALSE,Jacobson Fire,,,Unknown,,,
4347,495429,2016,Tulare,2016-10-29,2016-12-19,Unknown,,35.984,-118.551,	East of Trail of 100 Giants between Lloyd Meadow Road and Western Divide Highway.,FALSE,Meadow Fire,,,Unknown,,,
28,495457,2016,San Diego,2016-11-13,2016-11-14,Unknown,,33.254355,-117.158475,Off Gopher Canyon & Interstate 15,FALSE,Gopher Fire,,,Unknown,,,
4824,500281,2016,Los Angeles,2016-11-14,2016-11-14,Unknown,,34.31,-118.335,Lake View Terrace,FALSE,Marek Fire,,,Unknown,,,
